WONo,WOPartNo,WORef,WOSalesOrder,WOLineNo,WOStatus,WOProjectNo,WOQty,WOQtyReceived,WOQtyOS,WOCreationDate,WOCreatedByUser,WOSchedStartDate,WOSchedFinishDate,WOActualStartDate,WOActualFinishDate,WODateTotalQtyReceived,WOJobType,WOPriority,WOMasterNo,WOblnLotCards,WOLotQty,WOReprintNo,WOLastBatchNo,WORevNo,WOBonus,WOBookingRef,WOParentNo,WOBOMName,WOBOMRev,WORoutName,WORoutRev,WOOffPlanReason,WOTycoTestID,WOEstMatCost,WOEstLabCost,WOEstSubCost,WOEstOrigQty,WOSFLStatus,WODepartment,WOStandard,WOIsForecast,WOOriginalForecastNo,WOForecastCustomer,MasterWO_SO,MasterWO_SOLine,WOLevel,WOIssueLocation,WOEarliestStartDate,WOSplitFromWONo,WOCastCode,WO3rdPartyUpdate,PM_DateSentToPM,PM_NestNo,PM_DateSentToMachine,PM_DateCut,StockAllocationWO,WorksOrdersBOM,WorksOrdersRouting,tlkpWOJobType
17495,E/15244-8,208864,6360,8,10,A REED,1,0,1,14/10/2022 00:00:00,JACQUELINE GATENBY,14/10/2022 00:00:00,14/10/2022 00:00:00,null,null,null,null,null,17495,FALSE,0,0,0,null,0,null,17495,STANDARD,null,STANDARD,null,null,0,1,0,0,1,null,null,-1,FALSE,0,null,6360,8,0,null,14/10/2022 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
17494,E/15433-2,000000427,6343,2,10,null,1,0,1,13/10/2022 00:00:00,JACQUELINE GATENBY,13/10/2022 00:00:00,13/10/2022 00:00:00,null,null,null,null,null,17494,FALSE,0,0,0,null,0,null,17494,STANDARD,null,STANDARD,null,null,0,1,0,0,1,null,null,-1,FALSE,0,null,6343,2,0,null,13/10/2022 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
17493,E/15830-1,4500095475,6407,1,20,G SKELTON,1,0,1,12/10/2022 00:00:00,JACQUELINE GATENBY,12/10/2022 00:00:00,16/12/2022 00:00:00,25/10/2022 00:00:00,null,null,null,null,17493,FALSE,0,0,0,null,0,null,17493,STANDARD,null,STANDARD,null,null,0,7218.29,6903.630556,6605,1,null,null,-1,FALSE,0,null,6407,1,0,null,12/10/2022 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
17492,E/15854-1,SC1032793,6406,1,50,5. C SHIELS,1,1,0,12/10/2022 00:00:00,JACQUELINE GATENBY,12/10/2022 00:00:00,31/10/2022 00:00:00,18/10/2022 00:00:00,14/11/2022 00:00:00,10/11/2022 00:00:00,null,null,17492,FALSE,0,0,1,null,0,null,17492,STANDARD,null,STANDARD,null,null,0,681.02,21017.39444,2526,1,null,null,-1,FALSE,0,null,6406,1,0,null,12/10/2022 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
17491,E/15864-1,TBC,6405,1,60,null,1,0,1,10/10/2022 00:00:00,JACQUELINE GATENBY,10/10/2022 00:00:00,10/10/2022 00:00:00,13/10/2022 00:00:00,13/10/2022 00:00:00,null,null,null,17491,FALSE,0,0,0,null,0,null,17491,STANDARD,null,STANDARD,null,null,0,1,0,0,1,null,null,-1,FALSE,0,null,6405,1,0,null,10/10/2022 00:00:00,0,null,NEW,null,null,null,null,[Table],[Table],[Table],
17490,E/15845-1,1088631,6404,1,50,A REED,1,1,0,10/10/2022 00:00:00,JACQUELINE GATENBY,10/10/2022 00:00:00,23/10/2022 00:00:00,13/10/2022 00:00:00,26/10/2022 00:00:00,26/10/2022 00:00:00,null,null,17490,FALSE,0,1,1,null,0,null,17490,STANDARD,null,STANDARD,null,null,0,697.33,307.327778,160,1,null,null,-1,FALSE,0,null,6404,1,0,null,10/10/2022 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
17489,E/15863-1,PO_0210757,6403,1,50,5. C SHIELS,1,1,0,10/10/2022 00:00:00,JACQUELINE GATENBY,10/10/2022 00:00:00,14/10/2022 00:00:00,11/10/2022 00:00:00,16/11/2022 00:00:00,31/10/2022 00:00:00,null,null,17489,FALSE,0,0,1,null,0,null,17489,STANDARD,null,STANDARD,null,null,0,1,0,0,1,null,null,-1,FALSE,0,null,6403,1,0,null,12/10/2022 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
17488,E/15463-3,PO3875-0,6362,3,20,null,1,0,1,07/10/2022 00:00:00,JACQUELINE GATENBY,07/10/2022 00:00:00,07/10/2022 00:00:00,10/11/2022 07:35:00,null,null,null,null,17488,FALSE,0,1,0,null,0,null,17488,STANDARD,null,STANDARD,null,null,0,1,825,0,1,null,null,-1,FALSE,0,null,6362,3,0,null,07/10/2022 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
17487,E/15831-1,20221229-GS,6402,1,50,null,1,1,0,05/10/2022 00:00:00,JACQUELINE GATENBY,05/10/2022 00:00:00,28/10/2022 00:00:00,20/10/2022 00:00:00,11/11/2022 00:00:00,08/11/2022 00:00:00,null,null,17487,FALSE,0,3,1,null,0,null,17487,STANDARD,null,STANDARD,null,null,0,1940.41,6537.880556,3339.91,1,null,null,-1,FALSE,0,null,6402,1,0,null,05/10/2022 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
17486,E/15797-13,22/52990,6393,13,30,null,1,1,0,04/10/2022 00:00:00,JACQUELINE GATENBY,04/10/2022 00:00:00,04/10/2022 00:00:00,17/10/2022 00:00:00,null,28/10/2022 00:00:00,null,null,17486,FALSE,0,1,1,null,0,null,17486,STANDARD,null,STANDARD,null,null,0,1,0,0,1,null,null,-1,FALSE,0,null,6393,13,0,null,04/10/2022 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
17485,E/15797-12,22/52990,6393,12,20,null,1,0,1,04/10/2022 00:00:00,JACQUELINE GATENBY,04/10/2022 00:00:00,04/10/2022 00:00:00,14/10/2022 10:00:33,null,null,null,null,17485,FALSE,0,2,0,null,0,null,17485,STANDARD,null,STANDARD,null,null,0,1,0,0,1,null,null,-1,FALSE,0,null,6393,12,0,null,04/10/2022 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
17484,E/15797-11,22/52990,6393,11,30,null,1,1,0,04/10/2022 00:00:00,JACQUELINE GATENBY,04/10/2022 00:00:00,04/10/2022 00:00:00,13/10/2022 00:00:00,null,28/10/2022 00:00:00,null,null,17484,FALSE,0,1,1,null,0,null,17484,STANDARD,null,STANDARD,null,null,0,1,0,0,1,null,null,-1,FALSE,0,null,6393,11,0,null,04/10/2022 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
17483,E/15797-10,22/52990,6393,10,50,null,1,1,0,04/10/2022 00:00:00,JACQUELINE GATENBY,04/10/2022 00:00:00,04/10/2022 00:00:00,10/10/2022 07:37:00,25/10/2022 00:00:00,24/10/2022 00:00:00,null,null,17483,FALSE,0,3,1,null,0,null,17483,STANDARD,null,STANDARD,null,null,0,1,0,0,1,null,null,-1,FALSE,0,null,6393,10,0,null,04/10/2022 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
17482,E/15797-9,22/52990,6393,9,50,null,1,1,0,04/10/2022 00:00:00,JACQUELINE GATENBY,04/10/2022 00:00:00,04/10/2022 00:00:00,06/10/2022 00:56:00,25/10/2022 00:00:00,24/10/2022 00:00:00,null,null,17482,FALSE,0,1,1,null,0,null,17482,STANDARD,null,STANDARD,null,null,0,1,0,0,1,null,null,-1,FALSE,0,null,6393,9,0,null,04/10/2022 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
17481,E/15797-8,22/52990,6393,8,50,null,1,1,0,04/10/2022 00:00:00,JACQUELINE GATENBY,04/10/2022 00:00:00,04/10/2022 00:00:00,05/10/2022 23:16:00,25/10/2022 00:00:00,24/10/2022 00:00:00,null,null,17481,FALSE,0,2,1,null,0,null,17481,STANDARD,null,STANDARD,null,null,0,1,0,0,1,null,null,-1,FALSE,0,null,6393,8,0,null,04/10/2022 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
17480,E/15797-7,22/52990,6393,7,20,null,1,0,1,04/10/2022 00:00:00,JACQUELINE GATENBY,04/10/2022 00:00:00,04/10/2022 00:00:00,13/10/2022 14:29:00,null,null,null,null,17480,FALSE,0,1,0,null,0,null,17480,STANDARD,null,STANDARD,null,null,0,1,0,0,1,null,null,-1,FALSE,0,null,6393,7,0,null,04/10/2022 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
17479,E/15797-6,22/52990,6393,6,20,null,1,0,1,04/10/2022 00:00:00,JACQUELINE GATENBY,04/10/2022 00:00:00,04/10/2022 00:00:00,12/10/2022 22:04:00,null,null,null,null,17479,FALSE,0,1,0,null,0,null,17479,STANDARD,null,STANDARD,null,null,0,1,0,0,1,null,null,-1,FALSE,0,null,6393,6,0,null,04/10/2022 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
17478,E/15797-5,22/52990,6393,5,20,null,1,0,1,04/10/2022 00:00:00,JACQUELINE GATENBY,04/10/2022 00:00:00,04/10/2022 00:00:00,10/10/2022 22:00:09,null,null,null,null,17478,FALSE,0,1,0,null,0,null,17478,STANDARD,null,STANDARD,null,null,0,1,0,0,1,null,null,-1,FALSE,0,null,6393,5,0,null,04/10/2022 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
17477,E/15797-4,22/52990,6393,4,20,null,1,0,1,04/10/2022 00:00:00,JACQUELINE GATENBY,04/10/2022 00:00:00,04/10/2022 00:00:00,09/09/2022 00:08:00,null,null,null,null,17477,FALSE,0,0,0,null,0,null,17477,STANDARD,null,STANDARD,null,null,0,1,0,0,1,null,null,-1,FALSE,0,null,6393,4,0,null,04/10/2022 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
17476,E/15797-3,22/52990,6393,3,20,null,1,0,1,04/10/2022 00:00:00,JACQUELINE GATENBY,04/10/2022 00:00:00,04/10/2022 00:00:00,08/09/2022 17:22:00,null,null,null,null,17476,FALSE,0,0,0,null,0,null,17476,STANDARD,null,STANDARD,null,null,0,1,0,0,1,null,null,-1,FALSE,0,null,6393,3,0,null,04/10/2022 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
17475,E/15797-2,22/52990,6393,2,20,null,1,0,1,04/10/2022 00:00:00,JACQUELINE GATENBY,04/10/2022 00:00:00,04/10/2022 00:00:00,14/09/2022 11:01:00,null,null,null,null,17475,FALSE,0,0,0,null,0,null,17475,STANDARD,null,STANDARD,null,null,0,1,0,0,1,null,null,-1,FALSE,0,null,6393,2,0,null,04/10/2022 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
17474,E/15795-2,POR-33652,6394,2,50,null,1,1,0,03/10/2022 00:00:00,JACQUELINE GATENBY,03/10/2022 00:00:00,03/10/2022 00:00:00,03/10/2022 00:00:00,03/10/2022 00:00:00,03/10/2022 00:00:00,null,null,17474,FALSE,0,0,1,null,0,null,17474,STANDARD,null,STANDARD,null,null,0,1,0,0,1,null,null,-1,FALSE,0,null,6394,2,0,null,03/10/2022 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
17473,E/15586-2,P327686,6374,2,20,null,1,0,1,03/10/2022 00:00:00,JACQUELINE GATENBY,03/10/2022 00:00:00,03/10/2022 00:00:00,03/11/2022 11:52:00,null,null,null,null,17473,FALSE,0,0,0,null,0,null,17473,STANDARD,null,STANDARD,null,null,0,1,0,0,1,null,null,-1,FALSE,0,null,6374,2,0,null,03/10/2022 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
17472,E/15813-1,4510663767,6401,1,20,null,1,0,1,03/10/2022 00:00:00,JACQUELINE GATENBY,03/10/2022 00:00:00,25/11/2022 00:00:00,11/10/2022 00:00:00,null,null,null,null,17472,FALSE,0,4,0,null,0,null,17472,STANDARD,null,STANDARD,null,null,0,9728.11,15389.36667,2729.37,1,null,null,-1,FALSE,0,null,6401,1,0,null,03/10/2022 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
17471,E/15812-1,2067706,6400,1,50,null,1,1,0,03/10/2022 00:00:00,JACQUELINE GATENBY,03/10/2022 00:00:00,18/10/2022 00:00:00,26/10/2022 00:00:00,10/11/2022 00:00:00,03/11/2022 00:00:00,null,null,17471,FALSE,0,2,1,null,0,null,17471,STANDARD,null,STANDARD,null,null,0,4.5,291.5,392.3,1,null,null,-1,FALSE,0,null,6400,1,0,null,03/10/2022 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
17470,E/15549-1,P332893,6399,1,10,null,1,0,1,03/10/2022 00:00:00,JACQUELINE GATENBY,03/10/2022 00:00:00,18/11/2022 00:00:00,null,null,null,null,null,17470,FALSE,0,3,0,null,0,null,17470,STANDARD,null,STANDARD,null,null,0,31.14,840.736111,395.62,1,null,null,-1,FALSE,0,null,6399,1,0,null,03/10/2022 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
17469,E/15824-1,722734 OP,6398,1,50,null,1,1,0,28/09/2022 00:00:00,JACQUELINE GATENBY,28/09/2022 00:00:00,04/11/2022 00:00:00,30/09/2022 00:00:00,27/10/2022 00:00:00,27/10/2022 00:00:00,null,null,17469,FALSE,0,4,1,null,0,null,17469,STANDARD,null,STANDARD,null,null,0,1611.4,4225.038889,670,1,null,null,-1,FALSE,0,null,6398,1,0,null,28/09/2022 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
17468,E/14891-18,1053079,6166,18,50,null,1,1,0,28/09/2022 00:00:00,JACQUELINE GATENBY,28/09/2022 00:00:00,30/09/2022 00:00:00,03/10/2022 00:00:00,03/10/2022 00:00:00,03/10/2022 00:00:00,null,null,17468,FALSE,0,0,1,null,0,null,17468,STANDARD,null,STANDARD,null,null,0,1,0,0,1,null,null,-1,FALSE,0,null,6166,18,0,null,28/09/2022 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
17467,E/15498-7,4700269814 / GB15,6397,1,30,null,1,1,0,26/09/2022 00:00:00,JACQUELINE GATENBY,26/09/2022 00:00:00,26/09/2022 00:00:00,04/10/2022 00:00:00,null,14/10/2022 00:00:00,null,null,17467,FALSE,0,0,1,null,0,null,17467,STANDARD,null,STANDARD,null,null,0,750,2563,150,1,null,null,-1,FALSE,0,null,6397,1,0,null,26/09/2022 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
17466,E/15802-1,PO04540,6395,1,50,null,1,1,0,22/09/2022 00:00:00,TONYM MARTIN,23/09/2022 00:00:00,20/10/2022 00:00:00,06/10/2022 00:00:00,11/11/2022 00:00:00,26/10/2022 00:00:00,null,null,17466,FALSE,0,4,1,null,0,null,17466,STANDARD,null,STANDARD,null,null,0,1024.51,5280,200,1,null,null,-1,FALSE,0,null,6395,1,0,null,23/09/2022 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
17465,E/15783-1,PO_0209193,6390,1,30,null,1,1,0,22/09/2022 00:00:00,SIMON BROWN,22/09/2022 00:00:00,22/09/2022 00:00:00,03/10/2022 20:53:00,null,07/10/2022 00:00:00,null,null,17465,FALSE,0,2,1,null,0,null,17465,STANDARD,null,STANDARD,null,null,0,2019.36,8833,1360,1,null,null,-1,FALSE,0,null,6390,1,0,null,22/09/2022 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
17464,E/15783-1,PO_0209193,6390,1,30,null,1,1,0,22/09/2022 00:00:00,SIMON BROWN,22/09/2022 00:00:00,22/09/2022 00:00:00,22/09/2022 07:54:00,null,29/09/2022 00:00:00,null,null,17464,FALSE,0,0,1,null,0,null,17464,STANDARD,null,STANDARD,null,null,0,2019.36,8833,1360,1,null,null,-1,FALSE,0,null,6390,1,0,null,22/09/2022 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
17463,E/15795-1,POR-33652,6394,1,50,null,1,1,0,07/09/2022 00:00:00,JACQUELINE GATENBY,07/09/2022 00:00:00,30/09/2022 00:00:00,13/09/2022 00:00:00,05/10/2022 00:00:00,28/09/2022 00:00:00,null,null,17463,FALSE,0,7,1,null,0,null,17463,STANDARD,null,STANDARD,null,null,0,6354.53,8123.591667,964.7,1,null,null,-1,FALSE,0,null,6394,1,0,null,07/09/2022 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
17462,E/15598-43,TBC,6385,43,20,S ARMSTRONG,1,0,1,07/09/2022 00:00:00,JACQUELINE GATENBY,07/09/2022 00:00:00,10/03/2023 00:00:00,31/10/2022 09:28:00,null,null,null,null,17462,FALSE,0,6,0,null,0,null,17462,STANDARD,null,STANDARD,null,null,0,1,0,0,1,null,null,-1,FALSE,0,null,6385,43,0,null,07/09/2022 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
17461,E/15598-42,TBC,6385,42,20,S ARMSTRONG,1,0,1,07/09/2022 00:00:00,JACQUELINE GATENBY,07/09/2022 00:00:00,10/03/2023 00:00:00,01/11/2022 21:41:00,null,null,null,null,17461,FALSE,0,2,0,null,0,null,17461,STANDARD,null,STANDARD,null,null,0,1,0,0,1,null,null,-1,FALSE,0,null,6385,42,0,null,07/09/2022 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
17460,E/15598-41,TBC,6385,41,20,S ARMSTRONG,1,0,1,07/09/2022 00:00:00,JACQUELINE GATENBY,07/09/2022 00:00:00,10/03/2023 00:00:00,31/10/2022 06:31:00,null,null,null,null,17460,FALSE,0,3,0,null,0,null,17460,STANDARD,null,STANDARD,null,null,0,1,0,0,1,null,null,-1,FALSE,0,null,6385,41,0,null,07/09/2022 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
17459,E/15598-40,TBC,6385,40,20,S ARMSTRONG,1,0,1,07/09/2022 00:00:00,JACQUELINE GATENBY,07/09/2022 00:00:00,10/03/2023 00:00:00,31/10/2022 22:35:00,null,null,null,null,17459,FALSE,0,2,0,null,0,null,17459,STANDARD,null,STANDARD,null,null,0,1,0,0,1,null,null,-1,FALSE,0,null,6385,40,0,null,07/09/2022 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
17458,E/15598-39,TBC,6385,39,20,S ARMSTRONG,1,0,1,07/09/2022 00:00:00,JACQUELINE GATENBY,07/09/2022 00:00:00,10/03/2023 00:00:00,08/11/2022 21:18:00,null,null,null,null,17458,FALSE,0,2,0,null,0,null,17458,STANDARD,null,STANDARD,null,null,0,1,0,0,1,null,null,-1,FALSE,0,null,6385,39,0,null,07/09/2022 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
17457,E/15598-38,TBC,6385,38,20,S ARMSTRONG,1,0,1,07/09/2022 00:00:00,JACQUELINE GATENBY,07/09/2022 00:00:00,10/03/2023 00:00:00,01/11/2022 17:59:00,null,null,null,null,17457,FALSE,0,2,0,null,0,null,17457,STANDARD,null,STANDARD,null,null,0,1,0,0,1,null,null,-1,FALSE,0,null,6385,38,0,null,07/09/2022 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
17456,E/15598-37,TBC,6385,37,20,S ARMSTRONG,1,0,1,07/09/2022 00:00:00,JACQUELINE GATENBY,07/09/2022 00:00:00,10/03/2023 00:00:00,02/11/2022 08:09:00,null,null,null,null,17456,FALSE,0,1,0,null,0,null,17456,STANDARD,null,STANDARD,null,null,0,1,0,0,1,null,null,-1,FALSE,0,null,6385,37,0,null,07/09/2022 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
17455,E/15598-36,TBC,6385,36,20,S ARMSTRONG,1,0,1,07/09/2022 00:00:00,JACQUELINE GATENBY,07/09/2022 00:00:00,10/03/2023 00:00:00,03/11/2022 14:02:00,null,null,null,null,17455,FALSE,0,2,0,null,0,null,17455,STANDARD,null,STANDARD,null,null,0,1,0,0,1,null,null,-1,FALSE,0,null,6385,36,0,null,07/09/2022 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
17454,E/15598-35,TBC,6385,35,20,S ARMSTRONG,1,0,1,07/09/2022 00:00:00,JACQUELINE GATENBY,07/09/2022 00:00:00,10/03/2023 00:00:00,04/11/2022 12:28:00,null,null,null,null,17454,FALSE,0,1,0,null,0,null,17454,STANDARD,null,STANDARD,null,null,0,1,0,0,1,null,null,-1,FALSE,0,null,6385,35,0,null,07/09/2022 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
17453,E/15598-34,TBC,6385,34,20,S ARMSTRONG,1,0,1,07/09/2022 00:00:00,JACQUELINE GATENBY,07/09/2022 00:00:00,10/03/2023 00:00:00,09/11/2022 09:12:00,null,null,null,null,17453,FALSE,0,1,0,null,0,null,17453,STANDARD,null,STANDARD,null,null,0,1,0,0,1,null,null,-1,FALSE,0,null,6385,34,0,null,07/09/2022 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
17452,E/15598-33,TBC,6385,33,20,S ARMSTRONG,1,0,1,07/09/2022 00:00:00,JACQUELINE GATENBY,07/09/2022 00:00:00,10/03/2023 00:00:00,14/11/2022 00:00:00,null,null,null,null,17452,FALSE,0,0,0,null,0,null,17452,STANDARD,null,STANDARD,null,null,0,1,0,0,1,null,null,-1,FALSE,0,null,6385,33,0,null,07/09/2022 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
17451,E/15598-32,TBC,6385,32,20,S ARMSTRONG,1,0,1,07/09/2022 00:00:00,JACQUELINE GATENBY,07/09/2022 00:00:00,10/03/2023 00:00:00,15/11/2022 00:00:00,null,null,null,null,17451,FALSE,0,1,0,null,0,null,17451,STANDARD,null,STANDARD,null,null,0,1,0,0,1,null,null,-1,FALSE,0,null,6385,32,0,null,07/09/2022 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
17450,E/15598-31,TBC,6385,31,20,S ARMSTRONG,1,0,1,07/09/2022 00:00:00,JACQUELINE GATENBY,07/09/2022 00:00:00,10/03/2023 00:00:00,21/09/2022 00:51:00,null,null,null,null,17450,FALSE,0,1,0,null,0,null,17450,STANDARD,null,STANDARD,null,null,0,1,0,0,1,null,null,-1,FALSE,0,null,6385,31,0,null,07/09/2022 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
17449,E/15598-30,TBC,6385,30,20,S ARMSTRONG,1,0,1,07/09/2022 00:00:00,JACQUELINE GATENBY,07/09/2022 00:00:00,10/03/2023 00:00:00,21/09/2022 02:09:00,null,null,null,null,17449,FALSE,0,1,0,null,0,null,17449,STANDARD,null,STANDARD,null,null,0,1,0,0,1,null,null,-1,FALSE,0,null,6385,30,0,null,07/09/2022 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
17448,E/15598-29,TBC,6385,29,20,S ARMSTRONG,1,0,1,07/09/2022 00:00:00,JACQUELINE GATENBY,07/09/2022 00:00:00,10/03/2023 00:00:00,21/09/2022 01:30:00,null,null,null,null,17448,FALSE,0,0,0,null,0,null,17448,STANDARD,null,STANDARD,null,null,0,1,0,0,1,null,null,-1,FALSE,0,null,6385,29,0,null,07/09/2022 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
17447,E/15598-28,TBC,6385,28,20,S ARMSTRONG,1,0,1,07/09/2022 00:00:00,JACQUELINE GATENBY,07/09/2022 00:00:00,10/03/2023 00:00:00,21/09/2022 02:26:00,null,null,null,null,17447,FALSE,0,0,0,null,0,null,17447,STANDARD,null,STANDARD,null,null,0,1,0,0,1,null,null,-1,FALSE,0,null,6385,28,0,null,07/09/2022 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
17446,E/15598-27,TBC,6385,27,20,S ARMSTRONG,1,0,1,07/09/2022 00:00:00,JACQUELINE GATENBY,07/09/2022 00:00:00,10/03/2023 00:00:00,21/09/2022 03:04:00,null,null,null,null,17446,FALSE,0,0,0,null,0,null,17446,STANDARD,null,STANDARD,null,null,0,1,0,0,1,null,null,-1,FALSE,0,null,6385,27,0,null,07/09/2022 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
17445,E/15598-26,TBC,6385,26,20,S ARMSTRONG,1,0,1,07/09/2022 00:00:00,JACQUELINE GATENBY,07/09/2022 00:00:00,10/03/2023 00:00:00,21/09/2022 03:22:00,null,null,null,null,17445,FALSE,0,0,0,null,0,null,17445,STANDARD,null,STANDARD,null,null,0,1,0,0,1,null,null,-1,FALSE,0,null,6385,26,0,null,07/09/2022 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
17444,E/15598-25,TBC,6385,25,20,S ARMSTRONG,1,0,1,07/09/2022 00:00:00,JACQUELINE GATENBY,07/09/2022 00:00:00,10/03/2023 00:00:00,21/09/2022 03:48:00,null,null,null,null,17444,FALSE,0,0,0,null,0,null,17444,STANDARD,null,STANDARD,null,null,0,1,0,0,1,null,null,-1,FALSE,0,null,6385,25,0,null,07/09/2022 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
17443,E/15598-24,TBC,6385,24,20,S ARMSTRONG,1,0,1,07/09/2022 00:00:00,JACQUELINE GATENBY,07/09/2022 00:00:00,10/03/2023 00:00:00,21/09/2022 04:20:00,null,null,null,null,17443,FALSE,0,0,0,null,0,null,17443,STANDARD,null,STANDARD,null,null,0,1,0,0,1,null,null,-1,FALSE,0,null,6385,24,0,null,07/09/2022 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
17442,E/15598-23,TBC,6385,23,20,S ARMSTRONG,1,0,1,07/09/2022 00:00:00,JACQUELINE GATENBY,07/09/2022 00:00:00,10/03/2023 00:00:00,21/09/2022 04:37:00,null,null,null,null,17442,FALSE,0,0,0,null,0,null,17442,STANDARD,null,STANDARD,null,null,0,1,0,0,1,null,null,-1,FALSE,0,null,6385,23,0,null,07/09/2022 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
17441,E/15598-22,TBC,6385,22,20,S ARMSTRONG,1,0,1,07/09/2022 00:00:00,JACQUELINE GATENBY,07/09/2022 00:00:00,10/03/2023 00:00:00,21/09/2022 04:48:00,null,null,null,null,17441,FALSE,0,0,0,null,0,null,17441,STANDARD,null,STANDARD,null,null,0,1,0,0,1,null,null,-1,FALSE,0,null,6385,22,0,null,07/09/2022 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
17440,E/15598-21,TBC,6385,21,20,S ARMSTRONG,1,0,1,07/09/2022 00:00:00,JACQUELINE GATENBY,07/09/2022 00:00:00,10/03/2023 00:00:00,21/09/2022 04:56:00,null,null,null,null,17440,FALSE,0,1,0,null,0,null,17440,STANDARD,null,STANDARD,null,null,0,1,0,0,1,null,null,-1,FALSE,0,null,6385,21,0,null,07/09/2022 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
17439,E/15598-20,TBC,6385,20,10,S ARMSTRONG,1,0,1,07/09/2022 00:00:00,JACQUELINE GATENBY,07/09/2022 00:00:00,10/03/2023 00:00:00,null,null,null,null,null,17439,FALSE,0,0,0,null,0,null,17439,STANDARD,null,STANDARD,null,null,0,1,0,0,1,null,null,-1,FALSE,0,null,6385,20,0,null,07/09/2022 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
