WONo,Status,Project,Qty,QtyRec,QtyOS,ActualFinishDate,TotalQtyRecDate,Priority,PartNo,PartDesc,PartGroupCode,OpNo,OpDesc,WC,PlannedSetUp,PlannedRun,BookedSet,BookedRun,OpComplete,OpQtyBooked
17484,Total Qty Received,null,1,1,0,null,28/10/2022 00:00:00,null,E/15797-11,48 inch Riser D Assembly & Welding. ,SALES,40,WELD THE ITEM 5 ROUND BAR TO THE RISER STRUCTURE.,WELD,0,17.5,0,12.88333333,TRUE,0
17484,Total Qty Received,null,1,1,0,null,28/10/2022 00:00:00,null,E/15797-11,48 inch Riser D Assembly & Welding. ,SALES,50,TURN THE RISER HORIZONTAL & SECURE IT TO THE MANIPULATOR.,PLATE,0,2.5,0,0,TRUE,0
17484,Total Qty Received,null,1,1,0,null,28/10/2022 00:00:00,null,E/15797-11,48 inch Riser D Assembly & Welding. ,SALES,60,FIT & BRACE THE 8no ACTUATORS TO THE RISER STRUCTURE.,PLATE,0,13.5,0,10.85,TRUE,0
17484,Total Qty Received,null,1,1,0,null,28/10/2022 00:00:00,null,E/15797-11,48 inch Riser D Assembly & Welding. ,SALES,70,"PRE-WELD DIMENSIONAL, ORIENTATION AND FIT UP CHECK.",INSPECT,0,0.5,0,0,TRUE,0
17484,Total Qty Received,null,1,1,0,null,28/10/2022 00:00:00,null,E/15797-11,48 inch Riser D Assembly & Welding. ,SALES,80,WELD THE 8no ACTUATORS TO THE RISER STRUCTURE.,WELD,0,48.5,0,38.69999999,TRUE,0
17484,Total Qty Received,null,1,1,0,null,28/10/2022 00:00:00,null,E/15797-11,48 inch Riser D Assembly & Welding. ,SALES,90,REMOVE THE TEMPORARY BRACING FROM THE ACTUATORS.,PLATE,0,2,0,3.13333333,TRUE,0
17484,Total Qty Received,null,1,1,0,null,28/10/2022 00:00:00,null,E/15797-11,48 inch Riser D Assembly & Welding. ,SALES,100,FLUSH THE INTERNAL WELDS ON THE ACTUATOR CONNECTIONS.,GENERAL,0,3.75,0,4.3,TRUE,0
17484,Total Qty Received,null,1,1,0,null,28/10/2022 00:00:00,null,E/15797-11,48 inch Riser D Assembly & Welding. ,SALES,110,N.D.T. THE 8no ACTUATOR TO RISER WELDED CONNECTIONS.,SUBCON,0,0,0,0,FALSE,0
17484,Total Qty Received,null,1,1,0,null,28/10/2022 00:00:00,null,E/15797-11,48 inch Riser D Assembly & Welding. ,SALES,120,TURN THE RISER BACK TO THE VERTICAL POSITION & LEVEL UP.,PLATE,0,1.5,0,0,TRUE,0
17484,Total Qty Received,null,1,1,0,null,28/10/2022 00:00:00,null,E/15797-11,48 inch Riser D Assembly & Welding. ,SALES,130,DRESS & FIT ITEM 6 (8off) AND ITEM 7 TO THE RISER STRUCTURE.,PLATE,0,3.75,0,6.26666667,TRUE,0
17484,Total Qty Received,null,1,1,0,null,28/10/2022 00:00:00,null,E/15797-11,48 inch Riser D Assembly & Welding. ,SALES,140,PRE-WELD DIMENSIONAL AND ORIENTATION CHECK.,INSPECT,0,0.16666667,0,0,TRUE,0
17484,Total Qty Received,null,1,1,0,null,28/10/2022 00:00:00,null,E/15797-11,48 inch Riser D Assembly & Welding. ,SALES,150,WELD ITEM 6 (8off) AND ITEM 7 TO THE RISER STRUCTURE.,WELD,0,3.5,0,6.54999999,TRUE,0
17484,Total Qty Received,null,1,1,0,null,28/10/2022 00:00:00,null,E/15797-11,48 inch Riser D Assembly & Welding. ,SALES,160,PRE-DELIVERY DIMENSIONAL & VISUAL WELD INSPECTION.,INSPECT,0,1,0,0,TRUE,0
17484,Total Qty Received,null,1,1,0,null,28/10/2022 00:00:00,null,E/15797-11,48 inch Riser D Assembly & Welding. ,SALES,170,COMPLETE ALL REMAINING N.D.T. REQUIREMENTS.,SUBCON,0,0,0,0,FALSE,0
17484,Total Qty Received,null,1,1,0,null,28/10/2022 00:00:00,null,E/15797-11,48 inch Riser D Assembly & Welding. ,SALES,180,FIT THE FLANGE & ACTUATOR PROTECTION & LOAD FOR DELIVERY.,GENERAL,0,1,0,0,TRUE,0
17483,Completed,null,1,1,0,25/10/2022 00:00:00,24/10/2022 00:00:00,null,E/15797-10,48 inch Riser C Assembly & Welding. ,SALES,20,POSITION THE RISER VERTICALLY & FIT THE ITEM 5 ROUND BAR.,PLATE,0,3.75,0,6.51666666,TRUE,0
17483,Completed,null,1,1,0,25/10/2022 00:00:00,24/10/2022 00:00:00,null,E/15797-10,48 inch Riser C Assembly & Welding. ,SALES,30,PRE-WELD DIMENSIONAL AND ORIENTATION CHECK.,INSPECT,0,0.08333333,0,0,TRUE,0
17483,Completed,null,1,1,0,25/10/2022 00:00:00,24/10/2022 00:00:00,null,E/15797-10,48 inch Riser C Assembly & Welding. ,SALES,40,WELD THE ITEM 5 ROUND BAR TO THE RISER STRUCTURE.,WELD,0,17.5,0,19.01666666,TRUE,0
17483,Completed,null,1,1,0,25/10/2022 00:00:00,24/10/2022 00:00:00,null,E/15797-10,48 inch Riser C Assembly & Welding. ,SALES,50,TURN THE RISER HORIZONTAL & SECURE IT TO THE MANIPULATOR.,PLATE,0,2.5,0,2.5,TRUE,0
17483,Completed,null,1,1,0,25/10/2022 00:00:00,24/10/2022 00:00:00,null,E/15797-10,48 inch Riser C Assembly & Welding. ,SALES,60,FIT & BRACE THE 8no ACTUATORS TO THE RISER STRUCTURE.,PLATE,0,13.5,0,14.86666666,TRUE,0
17483,Completed,null,1,1,0,25/10/2022 00:00:00,24/10/2022 00:00:00,null,E/15797-10,48 inch Riser C Assembly & Welding. ,SALES,70,"PRE-WELD DIMENSIONAL, ORIENTATION AND FIT UP CHECK.",INSPECT,0,0.5,0,0,TRUE,0
17483,Completed,null,1,1,0,25/10/2022 00:00:00,24/10/2022 00:00:00,null,E/15797-10,48 inch Riser C Assembly & Welding. ,SALES,80,WELD THE 8no ACTUATORS TO THE RISER STRUCTURE.,WELD,0,48.5,0,31.24999999,TRUE,0
17483,Completed,null,1,1,0,25/10/2022 00:00:00,24/10/2022 00:00:00,null,E/15797-10,48 inch Riser C Assembly & Welding. ,SALES,90,REMOVE THE TEMPORARY BRACING FROM THE ACTUATORS.,PLATE,0,2,0,1.01666667,TRUE,0
17483,Completed,null,1,1,0,25/10/2022 00:00:00,24/10/2022 00:00:00,null,E/15797-10,48 inch Riser C Assembly & Welding. ,SALES,100,FLUSH THE INTERNAL WELDS ON THE ACTUATOR CONNECTIONS.,GENERAL,0,0,0,11.15,TRUE,3
17483,Completed,null,1,1,0,25/10/2022 00:00:00,24/10/2022 00:00:00,null,E/15797-10,48 inch Riser C Assembly & Welding. ,SALES,110,N.D.T. THE 8no ACTUATOR TO RISER WELDED CONNECTIONS.,SUBCON,0,0,0,0,TRUE,0
17483,Completed,null,1,1,0,25/10/2022 00:00:00,24/10/2022 00:00:00,null,E/15797-10,48 inch Riser C Assembly & Welding. ,SALES,120,TURN THE RISER BACK TO THE VERTICAL POSITION & LEVEL UP.,PLATE,0,1.5,0,0,TRUE,0
17483,Completed,null,1,1,0,25/10/2022 00:00:00,24/10/2022 00:00:00,null,E/15797-10,48 inch Riser C Assembly & Welding. ,SALES,130,DRESS & FIT ITEM 6 (8off) AND ITEM 7 TO THE RISER STRUCTURE.,PLATE,0,3.75,0,6.18333333,TRUE,0
17483,Completed,null,1,1,0,25/10/2022 00:00:00,24/10/2022 00:00:00,null,E/15797-10,48 inch Riser C Assembly & Welding. ,SALES,140,PRE-WELD DIMENSIONAL AND ORIENTATION CHECK.,INSPECT,0,0.16666667,0,0,TRUE,0
17483,Completed,null,1,1,0,25/10/2022 00:00:00,24/10/2022 00:00:00,null,E/15797-10,48 inch Riser C Assembly & Welding. ,SALES,150,WELD ITEM 6 (8off) AND ITEM 7 TO THE RISER STRUCTURE.,WELD,0,3.5,0,9.21666666,TRUE,0
17483,Completed,null,1,1,0,25/10/2022 00:00:00,24/10/2022 00:00:00,null,E/15797-10,48 inch Riser C Assembly & Welding. ,SALES,160,PRE-DELIVERY DIMENSIONAL & VISUAL WELD INSPECTION.,INSPECT,0,1,0,0,TRUE,0
17483,Completed,null,1,1,0,25/10/2022 00:00:00,24/10/2022 00:00:00,null,E/15797-10,48 inch Riser C Assembly & Welding. ,SALES,170,COMPLETE ALL REMAINING N.D.T. REQUIREMENTS.,SUBCON,0,0,0,0,TRUE,0
17483,Completed,null,1,1,0,25/10/2022 00:00:00,24/10/2022 00:00:00,null,E/15797-10,48 inch Riser C Assembly & Welding. ,SALES,180,FIT THE FLANGE & ACTUATOR PROTECTION & LOAD FOR DELIVERY.,GENERAL,0,4.75,0,0.5,TRUE,0
17482,Completed,null,1,1,0,25/10/2022 00:00:00,24/10/2022 00:00:00,null,E/15797-9,48 inch Riser B Assembly & Welding. ,SALES,20,POSITION THE RISER VERTICALLY & FIT THE ITEM 5 ROUND BAR.,PLATE,0,3.75,0,2.31666667,TRUE,0
17482,Completed,null,1,1,0,25/10/2022 00:00:00,24/10/2022 00:00:00,null,E/15797-9,48 inch Riser B Assembly & Welding. ,SALES,30,PRE-WELD DIMENSIONAL AND ORIENTATION CHECK.,INSPECT,0,0.08333333,0,0,TRUE,0
17482,Completed,null,1,1,0,25/10/2022 00:00:00,24/10/2022 00:00:00,null,E/15797-9,48 inch Riser B Assembly & Welding. ,SALES,40,WELD THE ITEM 5 ROUND BAR TO THE RISER STRUCTURE.,WELD,0,17.5,0,17.64999999,TRUE,0
17482,Completed,null,1,1,0,25/10/2022 00:00:00,24/10/2022 00:00:00,null,E/15797-9,48 inch Riser B Assembly & Welding. ,SALES,50,TURN THE RISER HORIZONTAL & SECURE IT TO THE MANIPULATOR.,PLATE,0,2.5,0,3.5,TRUE,0
17482,Completed,null,1,1,0,25/10/2022 00:00:00,24/10/2022 00:00:00,null,E/15797-9,48 inch Riser B Assembly & Welding. ,SALES,60,FIT & BRACE THE 8no ACTUATORS TO THE RISER STRUCTURE.,PLATE,0,13.5,0,15.4,TRUE,0
17482,Completed,null,1,1,0,25/10/2022 00:00:00,24/10/2022 00:00:00,null,E/15797-9,48 inch Riser B Assembly & Welding. ,SALES,70,"PRE-WELD DIMENSIONAL, ORIENTATION AND FIT UP CHECK.",INSPECT,0,0.5,0,0,TRUE,0
17482,Completed,null,1,1,0,25/10/2022 00:00:00,24/10/2022 00:00:00,null,E/15797-9,48 inch Riser B Assembly & Welding. ,SALES,80,WELD THE 8no ACTUATORS TO THE RISER STRUCTURE.,WELD,0,48.5,0,32.56666666,TRUE,0
17482,Completed,null,1,1,0,25/10/2022 00:00:00,24/10/2022 00:00:00,null,E/15797-9,48 inch Riser B Assembly & Welding. ,SALES,90,REMOVE THE TEMPORARY BRACING FROM THE ACTUATORS.,PLATE,0,2,0,0,TRUE,0
17482,Completed,null,1,1,0,25/10/2022 00:00:00,24/10/2022 00:00:00,null,E/15797-9,48 inch Riser B Assembly & Welding. ,SALES,100,FLUSH THE INTERNAL WELDS ON THE ACTUATOR CONNECTIONS.,GENERAL,0,0,0,8.55,TRUE,1
17482,Completed,null,1,1,0,25/10/2022 00:00:00,24/10/2022 00:00:00,null,E/15797-9,48 inch Riser B Assembly & Welding. ,SALES,110,N.D.T. THE 8no ACTUATOR TO RISER WELDED CONNECTIONS.,SUBCON,0,0,0,0,TRUE,0
17482,Completed,null,1,1,0,25/10/2022 00:00:00,24/10/2022 00:00:00,null,E/15797-9,48 inch Riser B Assembly & Welding. ,SALES,120,TURN THE RISER BACK TO THE VERTICAL POSITION & LEVEL UP.,PLATE,0,1.5,0,0,TRUE,0
17482,Completed,null,1,1,0,25/10/2022 00:00:00,24/10/2022 00:00:00,null,E/15797-9,48 inch Riser B Assembly & Welding. ,SALES,130,DRESS & FIT ITEM 6 (8off) AND ITEM 7 TO THE RISER STRUCTURE.,PLATE,0,3.75,0,9.01666667,TRUE,1
17482,Completed,null,1,1,0,25/10/2022 00:00:00,24/10/2022 00:00:00,null,E/15797-9,48 inch Riser B Assembly & Welding. ,SALES,140,PRE-WELD DIMENSIONAL AND ORIENTATION CHECK.,INSPECT,0,0.16666667,0,0,TRUE,0
17482,Completed,null,1,1,0,25/10/2022 00:00:00,24/10/2022 00:00:00,null,E/15797-9,48 inch Riser B Assembly & Welding. ,SALES,150,WELD ITEM 6 (8off) AND ITEM 7 TO THE RISER STRUCTURE.,WELD,0,3.5,0,13.16666666,TRUE,0
17482,Completed,null,1,1,0,25/10/2022 00:00:00,24/10/2022 00:00:00,null,E/15797-9,48 inch Riser B Assembly & Welding. ,SALES,160,PRE-DELIVERY DIMENSIONAL & VISUAL WELD INSPECTION.,INSPECT,0,1,0,0,TRUE,0
17482,Completed,null,1,1,0,25/10/2022 00:00:00,24/10/2022 00:00:00,null,E/15797-9,48 inch Riser B Assembly & Welding. ,SALES,170,COMPLETE ALL REMAINING N.D.T. REQUIREMENTS.,SUBCON,0,0,0,0,TRUE,0
17482,Completed,null,1,1,0,25/10/2022 00:00:00,24/10/2022 00:00:00,null,E/15797-9,48 inch Riser B Assembly & Welding. ,SALES,180,FIT THE FLANGE & ACTUATOR PROTECTION & LOAD FOR DELIVERY.,GENERAL,0,4.75,0,0,TRUE,0
17482,Completed,null,1,1,0,25/10/2022 00:00:00,24/10/2022 00:00:00,null,E/15797-9,48 inch Riser B Assembly & Welding. ,SALES,900,NCR 22148 - WELD REPAIRS FOLLOWING MPI TO THE GRAB RAIL ASSEMBLY ON UNITS 'B' AND 'C',WELD,0,0,0,0.7,TRUE,0
17481,Completed,null,1,1,0,25/10/2022 00:00:00,24/10/2022 00:00:00,null,E/15797-8,48 inch Riser A Assembly & Welding. ,SALES,20,POSITION THE RISER VERTICALLY & FIT THE ITEM 5 ROUND BAR.,PLATE,0,3.75,0,2.53333333,TRUE,0
17481,Completed,null,1,1,0,25/10/2022 00:00:00,24/10/2022 00:00:00,null,E/15797-8,48 inch Riser A Assembly & Welding. ,SALES,30,PRE-WELD DIMENSIONAL AND ORIENTATION CHECK.,INSPECT,0,0.08333333,0,0,TRUE,0
17481,Completed,null,1,1,0,25/10/2022 00:00:00,24/10/2022 00:00:00,null,E/15797-8,48 inch Riser A Assembly & Welding. ,SALES,40,WELD THE ITEM 5 ROUND BAR TO THE RISER STRUCTURE.,WELD,0,17.5,0,20.36666665,TRUE,0
17481,Completed,null,1,1,0,25/10/2022 00:00:00,24/10/2022 00:00:00,null,E/15797-8,48 inch Riser A Assembly & Welding. ,SALES,50,TURN THE RISER HORIZONTAL & SECURE IT TO THE MANIPULATOR.,PLATE,0,2.5,0,0,TRUE,0
17481,Completed,null,1,1,0,25/10/2022 00:00:00,24/10/2022 00:00:00,null,E/15797-8,48 inch Riser A Assembly & Welding. ,SALES,60,FIT & BRACE THE 8no ACTUATORS TO THE RISER STRUCTURE.,PLATE,0,13.5,0,16.56666667,TRUE,0
17481,Completed,null,1,1,0,25/10/2022 00:00:00,24/10/2022 00:00:00,null,E/15797-8,48 inch Riser A Assembly & Welding. ,SALES,70,"PRE-WELD DIMENSIONAL, ORIENTATION AND FIT UP CHECK.",INSPECT,0,0.5,0,0,TRUE,0
17481,Completed,null,1,1,0,25/10/2022 00:00:00,24/10/2022 00:00:00,null,E/15797-8,48 inch Riser A Assembly & Welding. ,SALES,80,WELD THE 8no ACTUATORS TO THE RISER STRUCTURE.,WELD,0,48.5,0,45.99999998,TRUE,0
17481,Completed,null,1,1,0,25/10/2022 00:00:00,24/10/2022 00:00:00,null,E/15797-8,48 inch Riser A Assembly & Welding. ,SALES,90,REMOVE THE TEMPORARY BRACING FROM THE ACTUATORS.,PLATE,0,2,0,0,TRUE,0
17481,Completed,null,1,1,0,25/10/2022 00:00:00,24/10/2022 00:00:00,null,E/15797-8,48 inch Riser A Assembly & Welding. ,SALES,100,FLUSH THE INTERNAL WELDS ON THE ACTUATOR CONNECTIONS.,GENERAL,0,0,0,9.3,TRUE,0
17481,Completed,null,1,1,0,25/10/2022 00:00:00,24/10/2022 00:00:00,null,E/15797-8,48 inch Riser A Assembly & Welding. ,SALES,110,N.D.T. THE 8no ACTUATOR TO RISER WELDED CONNECTIONS.,SUBCON,0,0,0,0,TRUE,0
17481,Completed,null,1,1,0,25/10/2022 00:00:00,24/10/2022 00:00:00,null,E/15797-8,48 inch Riser A Assembly & Welding. ,SALES,120,TURN THE RISER BACK TO THE VERTICAL POSITION & LEVEL UP.,PLATE,0,1.5,0,9.31666666,TRUE,0
17481,Completed,null,1,1,0,25/10/2022 00:00:00,24/10/2022 00:00:00,null,E/15797-8,48 inch Riser A Assembly & Welding. ,SALES,130,DRESS & FIT ITEM 6 (8off) AND ITEM 7 TO THE RISER STRUCTURE.,PLATE,0,3.75,0,2.46666667,TRUE,0
17481,Completed,null,1,1,0,25/10/2022 00:00:00,24/10/2022 00:00:00,null,E/15797-8,48 inch Riser A Assembly & Welding. ,SALES,140,PRE-WELD DIMENSIONAL AND ORIENTATION CHECK.,INSPECT,0,0.16666667,0,0,TRUE,0
17481,Completed,null,1,1,0,25/10/2022 00:00:00,24/10/2022 00:00:00,null,E/15797-8,48 inch Riser A Assembly & Welding. ,SALES,150,WELD ITEM 6 (8off) AND ITEM 7 TO THE RISER STRUCTURE.,WELD,0,3.5,0,8.7,TRUE,0
17481,Completed,null,1,1,0,25/10/2022 00:00:00,24/10/2022 00:00:00,null,E/15797-8,48 inch Riser A Assembly & Welding. ,SALES,160,PRE-DELIVERY DIMENSIONAL & VISUAL WELD INSPECTION.,INSPECT,0,1,0,0,TRUE,0
17481,Completed,null,1,1,0,25/10/2022 00:00:00,24/10/2022 00:00:00,null,E/15797-8,48 inch Riser A Assembly & Welding. ,SALES,170,COMPLETE ALL REMAINING N.D.T. REQUIREMENTS.,SUBCON,0,0,0,0,TRUE,0
17481,Completed,null,1,1,0,25/10/2022 00:00:00,24/10/2022 00:00:00,null,E/15797-8,48 inch Riser A Assembly & Welding. ,SALES,180,FIT THE FLANGE & ACTUATOR PROTECTION & LOAD FOR DELIVERY.,GENERAL,0,4.75,0,0,TRUE,0
17480,WIP,null,1,0,1,null,null,null,E/15797-7,48 inch Riser F Cutting & Prepping. ,SALES,20,LOCATE THE RISER ON THE ROTATORS & MARK THE CUTOUTS.,PLATE,0,3.5,0,3.31666666,TRUE,0
17480,WIP,null,1,0,1,null,null,null,E/15797-7,48 inch Riser F Cutting & Prepping. ,SALES,30,"PRE-CUTTING DIMENSIONAL, ANGULAR & ORIENTATION CHECK.",INSPECT,0,0.25,0,0,TRUE,0
17480,WIP,null,1,0,1,null,null,null,E/15797-7,48 inch Riser F Cutting & Prepping. ,SALES,40,CUT & PREP THE ACTUATOR CUTOUTS IN THE RISER BODY.,PLATE,0,23.75,0,9.9,FALSE,0
17479,WIP,null,1,0,1,null,null,null,E/15797-6,48 inch Riser E Cutting & Prepping.   ,SALES,20,LOCATE THE RISER ON THE ROTATORS & MARK THE CUTOUTS.,PLATE,0,3.5,0,4.86666666,TRUE,0
17479,WIP,null,1,0,1,null,null,null,E/15797-6,48 inch Riser E Cutting & Prepping.   ,SALES,30,"PRE-CUTTING DIMENSIONAL, ANGULAR & ORIENTATION CHECK.",INSPECT,0,0.25,0,0,TRUE,0
17479,WIP,null,1,0,1,null,null,null,E/15797-6,48 inch Riser E Cutting & Prepping.   ,SALES,40,CUT & PREP THE ACTUATOR CUTOUTS IN THE RISER BODY.,PLATE,0,23.75,0,34.56666667,TRUE,0
17478,WIP,null,1,0,1,null,null,null,E/15797-5,48 inch Riser D Cutting & Prepping.    ,SALES,20,LOCATE THE RISER ON THE ROTATORS & MARK THE CUTOUTS.,PLATE,0,3.5,0,4.01666667,TRUE,0
17478,WIP,null,1,0,1,null,null,null,E/15797-5,48 inch Riser D Cutting & Prepping.    ,SALES,30,"PRE-CUTTING DIMENSIONAL, ANGULAR & ORIENTATION CHECK.",INSPECT,0,0.25,0,0,TRUE,0
17478,WIP,null,1,0,1,null,null,null,E/15797-5,48 inch Riser D Cutting & Prepping.    ,SALES,40,CUT & PREP THE ACTUATOR CUTOUTS IN THE RISER BODY.,PLATE,0,23.75,0,27.61666666,TRUE,0
17477,WIP,null,1,0,1,null,null,null,E/15797-4,48 inch Riser C Cutting & Prepping.    ,SALES,20,LOCATE THE RISER ON THE ROTATORS & MARK THE CUTOUTS.,PLATE,0,3.5,0,1.98333333,TRUE,0
17477,WIP,null,1,0,1,null,null,null,E/15797-4,48 inch Riser C Cutting & Prepping.    ,SALES,30,"PRE-CUTTING DIMENSIONAL, ANGULAR & ORIENTATION CHECK.",INSPECT,0,0.25,0,0,TRUE,0
17477,WIP,null,1,0,1,null,null,null,E/15797-4,48 inch Riser C Cutting & Prepping.    ,SALES,40,CUT & PREP THE ACTUATOR CUTOUTS IN THE RISER BODY.,PLATE,0,23.75,0,25.15000001,TRUE,0
17476,WIP,null,1,0,1,null,null,null,E/15797-3,48 inch Riser B Cutting & Prepping.    ,SALES,20,LOCATE THE RISER ON THE ROTATORS & MARK THE CUTOUTS.,PLATE,0,3.5,0,3.18333333,TRUE,0
17476,WIP,null,1,0,1,null,null,null,E/15797-3,48 inch Riser B Cutting & Prepping.    ,SALES,30,"PRE-CUTTING DIMENSIONAL, ANGULAR & ORIENTATION CHECK.",INSPECT,0,0.25,0,0,TRUE,0
17476,WIP,null,1,0,1,null,null,null,E/15797-3,48 inch Riser B Cutting & Prepping.    ,SALES,40,CUT & PREP THE ACTUATOR CUTOUTS IN THE RISER BODY.,PLATE,0,23.75,0,23.28333333,TRUE,0
17475,WIP,null,1,0,1,null,null,null,E/15797-2,48 inch Riser A Cutting & Prepping.    ,SALES,20,LOCATE THE RISER ON THE ROTATORS & MARK THE CUTOUTS.,PLATE,0,3.5,0,4.86666667,TRUE,0
17475,WIP,null,1,0,1,null,null,null,E/15797-2,48 inch Riser A Cutting & Prepping.    ,SALES,30,"PRE-CUTTING DIMENSIONAL, ANGULAR & ORIENTATION CHECK.",INSPECT,0,0.25,0,1.33333333,TRUE,0
17475,WIP,null,1,0,1,null,null,null,E/15797-2,48 inch Riser A Cutting & Prepping.    ,SALES,40,CUT & PREP THE ACTUATOR CUTOUTS IN THE RISER BODY.,PLATE,0,23.75,0,22.8,TRUE,0
17474,Completed,null,1,1,0,03/10/2022 00:00:00,03/10/2022 00:00:00,null,E/15795-2,"VARIATION TO ORDER

VO 22-063 - BONUS PAYMENT FOR EARLY DELIVERY OF BOTTOM DISHED END ON PO POR-33652",SALES,10,null,GENERAL,0,0,0,0,TRUE,0
17473,WIP,null,1,0,1,null,null,null,E/15586-2,"VARIATION TO ORDER

VO 22-064 - CLIENT MODIFICATIONS",SALES,10,null,GENERAL,0,0,0,30.16666666,FALSE,1
17473,WIP,null,1,0,1,null,null,null,E/15586-2,"VARIATION TO ORDER

VO 22-064 - CLIENT MODIFICATIONS",SALES,20,MACHINING,SUBCON,0,0,0,0,FALSE,1
17473,WIP,null,1,0,1,null,null,null,E/15586-2,"VARIATION TO ORDER

VO 22-064 - CLIENT MODIFICATIONS",SALES,30,MACHINING,SUBCON,0,0,0,0,FALSE,1
17472,WIP,null,1,0,1,null,null,null,E/15813-1,BRIQUETTE HOPPER,Vessels and Pipework,10,RECEIVE AND CHECK MATERIALS INCLUDING HANDLING.,GENERAL,0,5.5,0,11.21666666,FALSE,0
17472,WIP,null,1,0,1,null,null,null,E/15813-1,BRIQUETTE HOPPER,Vessels and Pipework,20,FORM THE HOPPER UPPER & LOWER CONE SECTIONS.,SUBCON,0,0,0,0,FALSE,0
17472,WIP,null,1,0,1,null,null,null,E/15813-1,BRIQUETTE HOPPER,Vessels and Pipework,30,ASSEMBLE & BRACE THE HOPPER UPPER & LOWER CONES.,PLATE,0,14.5,0,0,FALSE,0
17472,WIP,null,1,0,1,null,null,null,E/15813-1,BRIQUETTE HOPPER,Vessels and Pipework,40,"PRE-WELD DIMENSIONAL, ORIENTATION & FIT UP CHECK.",INSPECT,0,0.25,0,0,FALSE,0
17472,WIP,null,1,0,1,null,null,null,E/15813-1,BRIQUETTE HOPPER,Vessels and Pipework,50,WELD THE LONGIT SEAMS IN THE UPPER & LOWER CONES.,WELD,0,14.75,0,0,FALSE,0
17472,WIP,null,1,0,1,null,null,null,E/15813-1,BRIQUETTE HOPPER,Vessels and Pipework,60,ASSEMBLE THE UPPER TO LOWER CONE CIRC SEAM.,PLATE,0,9.75,0,0,FALSE,0
17472,WIP,null,1,0,1,null,null,null,E/15813-1,BRIQUETTE HOPPER,Vessels and Pipework,70,"PRE-WELD DIMENSIONAL, ORIENTATION & FIT UP CHEK.",INSPECT,0,0.25,0,0,FALSE,0
17472,WIP,null,1,0,1,null,null,null,E/15813-1,BRIQUETTE HOPPER,Vessels and Pipework,80,WELD THE UPPER TO LOWER CONE CIRC SEAM.,WELD,0,11.5,0,0,FALSE,0
17472,WIP,null,1,0,1,null,null,null,E/15813-1,BRIQUETTE HOPPER,Vessels and Pipework,90,"PREP & ASSEMBLE THE BASE PLATE, TOP FLANGE & COVER PLATE.",PLATE,0,13.75,0,15.41666666,TRUE,0
17472,WIP,null,1,0,1,null,null,null,E/15813-1,BRIQUETTE HOPPER,Vessels and Pipework,100,PRE WELD DIMENSIONAL CHECK.,INSPECT,0,0.5,0,0,TRUE,0
17472,WIP,null,1,0,1,null,null,null,E/15813-1,BRIQUETTE HOPPER,Vessels and Pipework,110,"WELD THE SEAMS IN THE BASE PLATE, TOP FLANGE & COVER PLATE.",WELD,0,12.75,0,13.1,TRUE,0
17472,WIP,null,1,0,1,null,null,null,E/15813-1,BRIQUETTE HOPPER,Vessels and Pipework,120,ASSEMBLE AND DRILL THE 5no ACCESS HATCHES & COVER PLATES.,PLATE,0,15.75,0,8.33333333,TRUE,0
17472,WIP,null,1,0,1,null,null,null,E/15813-1,BRIQUETTE HOPPER,Vessels and Pipework,130,PRE WELD DIMENSIONAL CHECK.,INSPECT,0,0.25,0,0,TRUE,0
17472,WIP,null,1,0,1,null,null,null,E/15813-1,BRIQUETTE HOPPER,Vessels and Pipework,140,WELD THE 5no ACCESS HATCH SUB-ASSEMBLIES.,WELD,0,15.5,0,8.25,TRUE,0
17472,WIP,null,1,0,1,null,null,null,E/15813-1,BRIQUETTE HOPPER,Vessels and Pipework,150,N.D.T. THE ACCESS HATCH SUB-ASSEMBLIES.,SUBCON,0,0,0,0,FALSE,0
17472,WIP,null,1,0,1,null,null,null,E/15813-1,BRIQUETTE HOPPER,Vessels and Pipework,160,"DRESS, MARK & MATCH DRILL THE TOP COVER PLATE & TOP FLANGE.",PLATE,0,10.5,0,0,TRUE,0
17472,WIP,null,1,0,1,null,null,null,E/15813-1,BRIQUETTE HOPPER,Vessels and Pipework,170,FIT THE HATCHES INTO THE BASE PLATE (2off) & COVER PLATE (2off).,PLATE,0,2.75,0,2.73333333,TRUE,0
17472,WIP,null,1,0,1,null,null,null,E/15813-1,BRIQUETTE HOPPER,Vessels and Pipework,180,PRE WELD DIMENSIONAL CHECK.,INSPECT,0,0.25,0,0,TRUE,0
17472,WIP,null,1,0,1,null,null,null,E/15813-1,BRIQUETTE HOPPER,Vessels and Pipework,190,WELD THE HATCHES INTO THE BASE PLATE (2off) & COVER PLATE (2off).,WELD,0,8.75,0,6.66666667,TRUE,0
17472,WIP,null,1,0,1,null,null,null,E/15813-1,BRIQUETTE HOPPER,Vessels and Pipework,200,FIT THE BASE PLATE & TOP FLANGE PLATE TO THE CONE ASSEMBLY.,PLATE,0,19.5,0,0,FALSE,0
17472,WIP,null,1,0,1,null,null,null,E/15813-1,BRIQUETTE HOPPER,Vessels and Pipework,210,PRE-WELD DIMENSIONAL AND ORIENTATION CHECK.,INSPECT,0,0.5,0,0,FALSE,0
